n,Sr No,Folder,Picture,Composition,composition_final,Element,Fraction,Frac,H2_W%,Pressure,Temperature,Che_pot,AN,Period,AR,Cr,VWR,EN,Density,EA,MP,BP,VEC,FIE,TC,BM,HF,MV,Mass,SH,M-M_Eng,M-M_Bond,M-H_Bond,M-H_Eng,formation_H,en_at_H,formation_M,en_at_M,vol_H,vol_M,vol_diff,EN.Diff,M-H.EN.Diff,Atomic.Size.Diff,dSmix,ele_lst,frac_lst,Element_corrected,frac_corrected,composition_final
12987,204,PCT,92.pdf-010.jpg,Mg2 Ni,Mg0.67Ni0.33,Mg Ni,0.67 0.33,0.67 0.33,0.0900021792295215,0.0286168103727701,573,-2980.3955006661,17.28,3.33,1.4845,127.03,213.4,1.508,4.1061,0.3828,1187.32,1916.25,4.64,7.6467,137.23,89.55,11.505,11.5413,35.6554,830.25,-1.4327,3.0113,1.6677,-3.0348,-0.2339,-3.6246,0.0067,-2.9727,44.2818,33.4777,0.2203,0.2821,-0.692,11.09,5.2729,"['Mg', 'Ni']","['0.67', '0.33']","['Mg', 'Ni']",[0.67 0.33],Mg0.67Ni0.33
12988,204,PCT,92.pdf-010.jpg,Mg2 Ni,Mg0.67Ni0.33,Mg Ni,0.67 0.33,0.67 0.33,0.168551296641565,0.171090535691731,573,1279.22862004438,17.28,3.33,1.4845,127.03,213.4,1.508,4.1061,0.3828,1187.32,1916.25,4.64,7.6467,137.23,89.55,11.505,11.5413,35.6554,830.25,-1.4327,3.0113,1.6677,-3.0348,-0.2339,-3.6246,0.0067,-2.9727,44.2818,33.4777,0.2203,0.2821,-0.692,11.09,5.2729,"['Mg', 'Ni']","['0.67', '0.33']","['Mg', 'Ni']",[0.67 0.33],Mg0.67Ni0.33
12989,204,PCT,92.pdf-010.jpg,Mg2 Ni,Mg0.67Ni0.33,Mg Ni,0.67 0.33,0.67 0.33,0.301460083779268,0.250257654650709,573,2185.12754210861,17.28,3.33,1.4845,127.03,213.4,1.508,4.1061,0.3828,1187.32,1916.25,4.64,7.6467,137.23,89.55,11.505,11.5413,35.6554,830.25,-1.4327,3.0113,1.6677,-3.0348,-0.2339,-3.6246,0.0067,-2.9727,44.2818,33.4777,0.2203,0.2821,-0.692,11.09,5.2729,"['Mg', 'Ni']","['0.67', '0.33']","['Mg', 'Ni']",[0.67 0.33],Mg0.67Ni0.33
12990,204,PCT,92.pdf-010.jpg,Mg2 Ni,Mg0.67Ni0.33,Mg Ni,0.67 0.33,0.67 0.33,0.542168091237076,0.358203347351677,573,3039.36326512828,17.28,3.33,1.4845,127.03,213.4,1.508,4.1061,0.3828,1187.32,1916.25,4.64,7.6467,137.23,89.55,11.505,11.5413,35.6554,830.25,-1.4327,3.0113,1.6677,-3.0348,-0.2339,-3.6246,0.0067,-2.9727,44.2818,33.4777,0.2203,0.2821,-0.692,11.09,5.2729,"['Mg', 'Ni']","['0.67', '0.33']","['Mg', 'Ni']",[0.67 0.33],Mg0.67Ni0.33
12991,204,PCT,92.pdf-010.jpg,Mg2 Ni,Mg0.67Ni0.33,Mg Ni,0.67 0.33,0.67 0.33,1.38681324003002,0.394870891255688,573,3271.51563512803,17.28,3.33,1.4845,127.03,213.4,1.508,4.1061,0.3828,1187.32,1916.25,4.64,7.6467,137.23,89.55,11.505,11.5413,35.6554,830.25,-1.4327,3.0113,1.6677,-3.0348,-0.2339,-3.6246,0.0067,-2.9727,44.2818,33.4777,0.2203,0.2821,-0.692,11.09,5.2729,"['Mg', 'Ni']","['0.67', '0.33']","['Mg', 'Ni']",[0.67 0.33],Mg0.67Ni0.33
12992,204,PCT,92.pdf-010.jpg,Mg2 Ni,Mg0.67Ni0.33,Mg Ni,0.67 0.33,0.67 0.33,2.10225429187147,0.41127384630194,573,3368.46713976179,17.28,3.33,1.4845,127.03,213.4,1.508,4.1061,0.3828,1187.32,1916.25,4.64,7.6467,137.23,89.55,11.505,11.5413,35.6554,830.25,-1.4327,3.0113,1.6677,-3.0348,-0.2339,-3.6246,0.0067,-2.9727,44.2818,33.4777,0.2203,0.2821,-0.692,11.09,5.2729,"['Mg', 'Ni']","['0.67', '0.33']","['Mg', 'Ni']",[0.67 0.33],Mg0.67Ni0.33
12993,204,PCT,92.pdf-010.jpg,Mg2 Ni,Mg0.67Ni0.33,Mg Ni,0.67 0.33,0.67 0.33,2.89931959611613,0.49542795451695,573,3811.92066575101,17.28,3.33,1.4845,127.03,213.4,1.508,4.1061,0.3828,1187.32,1916.25,4.64,7.6467,137.23,89.55,11.505,11.5413,35.6554,830.25,-1.4327,3.0113,1.6677,-3.0348,-0.2339,-3.6246,0.0067,-2.9727,44.2818,33.4777,0.2203,0.2821,-0.692,11.09,5.2729,"['Mg', 'Ni']","['0.67', '0.33']","['Mg', 'Ni']",[0.67 0.33],Mg0.67Ni0.33
12994,204,PCT,92.pdf-010.jpg,Mg2 Ni,Mg0.67Ni0.33,Mg Ni,0.67 0.33,0.67 0.33,3.0965882951161,0.848481426656968,573,5093.53987084115,17.28,3.33,1.4845,127.03,213.4,1.508,4.1061,0.3828,1187.32,1916.25,4.64,7.6467,137.23,89.55,11.505,11.5413,35.6554,830.25,-1.4327,3.0113,1.6677,-3.0348,-0.2339,-3.6246,0.0067,-2.9727,44.2818,33.4777,0.2203,0.2821,-0.692,11.09,5.2729,"['Mg', 'Ni']","['0.67', '0.33']","['Mg', 'Ni']",[0.67 0.33],Mg0.67Ni0.33
12995,204,PCT,92.pdf-010.jpg,Mg2 Ni,Mg0.67Ni0.33,Mg Ni,0.67 0.33,0.67 0.33,3.14765490689847,1.20555882487978,573,5930.24463685855,17.28,3.33,1.4845,127.03,213.4,1.508,4.1061,0.3828,1187.32,1916.25,4.64,7.6467,137.23,89.55,11.505,11.5413,35.6554,830.25,-1.4327,3.0113,1.6677,-3.0348,-0.2339,-3.6246,0.0067,-2.9727,44.2818,33.4777,0.2203,0.2821,-0.692,11.09,5.2729,"['Mg', 'Ni']","['0.67', '0.33']","['Mg', 'Ni']",[0.67 0.33],Mg0.67Ni0.33
12996,204,PCT,92.pdf-010.jpg,Mg2 Ni,Mg0.67Ni0.33,Mg Ni,0.67 0.33,0.67 0.33,3.15993123320177,1.7103331135728,573,6763.3635253073,17.28,3.33,1.4845,127.03,213.4,1.508,4.1061,0.3828,1187.32,1916.25,4.64,7.6467,137.23,89.55,11.505,11.5413,35.6554,830.25,-1.4327,3.0113,1.6677,-3.0348,-0.2339,-3.6246,0.0067,-2.9727,44.2818,33.4777,0.2203,0.2821,-0.692,11.09,5.2729,"['Mg', 'Ni']","['0.67', '0.33']","['Mg', 'Ni']",[0.67 0.33],Mg0.67Ni0.33
12997,204,PCT,92.pdf-010.jpg,Mg2 Ni,Mg0.67Ni0.33,Mg Ni,0.67 0.33,0.67 0.33,3.22806847623429,2.66219780234728,573,7817.34590992858,17.28,3.33,1.4845,127.03,213.4,1.508,4.1061,0.3828,1187.32,1916.25,4.64,7.6467,137.23,89.55,11.505,11.5413,35.6554,830.25,-1.4327,3.0113,1.6677,-3.0348,-0.2339,-3.6246,0.0067,-2.9727,44.2818,33.4777,0.2203,0.2821,-0.692,11.09,5.2729,"['Mg', 'Ni']","['0.67', '0.33']","['Mg', 'Ni']",[0.67 0.33],Mg0.67Ni0.33
12998,204,PCT,92.pdf-010.jpg,Mg2 Ni,Mg0.67Ni0.33,Mg Ni,0.67 0.33,0.67 0.33,3.2792077290007,3.63859466814568,573,8561.61472084311,17.28,3.33,1.4845,127.03,213.4,1.508,4.1061,0.3828,1187.32,1916.25,4.64,7.6467,137.23,89.55,11.505,11.5413,35.6554,830.25,-1.4327,3.0113,1.6677,-3.0348,-0.2339,-3.6246,0.0067,-2.9727,44.2818,33.4777,0.2203,0.2821,-0.692,11.09,5.2729,"['Mg', 'Ni']","['0.67', '0.33']","['Mg', 'Ni']",[0.67 0.33],Mg0.67Ni0.33
13093,205,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,0.00248003362757432,0.0871794871794873,623,-355.342068967697,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13094,205,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,0.012358133669609,0.492307692307692,623,4128.18570074422,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13095,205,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,0.0123160992013454,0.98974358974359,623,5936.84650088154,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13096,205,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,0.176376628835645,1.4974358974359,623,7009.24459379605,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13097,205,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,0.310634720470786,1.68717948717949,623,7318.23413722922,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13098,205,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,0.338671710802859,1.8974358974359,623,7622.40978387562,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13099,205,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,0.487810004203447,1.9948717948718,623,7752.10427432811,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13100,205,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,1.49768810424548,2.0974358974359,623,7881.95279976087,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13101,205,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,4.06494325346784,2.2,623,8005.60089106404,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13102,205,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,6.05014712063892,2.2974358974359,623,8117.8391521367,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13103,205,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,6.07776376628836,2.48205128205128,623,8318.01961099414,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13104,205,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,6.21723413198823,2.98974358974359,623,8800.01253025903,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13236,206,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,0.0633459436738124,0.102564102564103,573,60.3089326448722,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13237,206,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,0.0733081126523749,0.21025641025641,573,1770.25758861728,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13238,206,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,0.0830180748213536,0.302564102564103,573,2637.25063289356,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13239,206,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,0.0596889449348468,0.379487179487179,573,3176.85661901275,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13240,206,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,0.143673812526272,0.502564102564103,573,3845.98733741407,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13241,206,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,1.90756620428752,0.6,573,4268.1065127171,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13242,206,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,4.17137452711223,0.692307692307693,573,4608.98354069297,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13243,206,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,4.58289197141656,0.794871794871795,573,4938.06809111986,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13244,206,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,4.63375367801597,0.897435897435897,573,5227.15882738481,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13245,206,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,4.72568306010929,1.00512820512821,573,5497.11632343472,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13246,206,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,5.14350567465322,1.49230769230769,573,6438.53310532086,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13247,206,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,5.55355191256831,2.0051282051282,573,7142.16082185604,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13248,206,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,5.96343001261034,2.50769230769231,573,7674.92377221273,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13249,206,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,6.21748633879781,3.0051282051282,573,8105.97774142791,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13297,207,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,0.0205548549810846,0.0153846153846153,523,-4069.70149313341,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13298,207,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,0.153341740226986,0.092307692307692,523,-174.03010369005,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13299,207,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,4.2860025220681,0.184615384615385,523,1333.02130937941,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13300,207,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,4.83703236654056,0.297435897435898,523,2369.95706693369,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13301,207,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,5.38789407313997,0.4,523,3014.1028261389,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13302,207,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,5.53694829760404,0.492307692307692,523,3465.55557221385,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13303,207,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,5.80748213535099,0.994871794871795,523,4995.13791851546,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
